label,text,label_num
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1
ham,"Hm good morning, headache anyone? :-)",0
ham,I'm leaving my house now.,0
ham,Ya srsly better than yi tho,0
ham,Same as kallis dismissial in 2nd test:-).,0
ham,ALRITE,0
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0
ham,Ok i shall talk to him,0
ham,Did u got that persons story,0
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,0
ham,Am only searching for good dual sim mobile pa.,0
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0
ham,"I'm home, my love ... If your still awake ... *loving kiss*",0
ham,Are you sure you don't mean \get here,0
ham,No chikku nt yet.. Ya i'm free,0
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1
ham,Havent shopping now lor i juz arrive only,0
ham,You call him now ok i said call him,0
ham,Fine. Do you remember me.,0
ham,Just wait till end of march when el nino gets himself. Oh.,0
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,0
ham,"Sorry,  in meeting I'll call you later",0
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",0
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1
ham,Eh u send wrongly lar...,0
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0
ham,U 2.,0
ham,"Velly good, yes please!",0
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0
ham,Well then you have a great weekend!,0
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,0
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,0
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",0
ham,I can't describe how lucky you are that I'm actually awake by noon,0
ham,K k :-):-) then watch some films.,0
ham,At what time are you coming.,0
ham,"Nah I don't think he goes to usf, he lives around here though",0
ham,Y bishan lei... I tot Ì_ say lavender?,0
ham,Hi! This is Roger from CL. How are you?,0
ham,No:-)i got rumour that you going to buy apartment in chennai:-),0
ham,I'm thinking that chennai forgot to come for auction..,0
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0
ham,ÌÏ called dad oredi...,0
ham,Fine i miss you very much.,0
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,0
ham,yes baby! I need to stretch open your pussy!,0
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",1
ham,Yes i have. So that's why u texted. Pshew...missing you so much,0
ham,Nvm it's ok...,0
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1
ham,Sac will score big hundred.he is set batsman:-),0
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",0
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
ham,"I'll get there at 3, unless you guys want me to come some time sooner",0
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0
ham,Where do you need to go to get it?,0
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",0
ham,Hurry home. Soup is DONE!,0
ham,You will be in the place of that man,0
ham,ÌÏ only send me the contents page...,0
ham,"Just making dinner, you ?",0
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1
ham,I'm home. Doc gave me pain meds says everything is fine.,0
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
ham,In e msg jus now. U said thanks for gift.,0
ham,Oh for fuck's sake she's in like tallahassee,0
ham,i felt so...not any conveying reason.. Ese he... What about me?,0
ham,Ho ho - big belly laugh! See ya tomo,0
ham,Ew are you one of them?,0
ham,Will you come online today night,0
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,0
ham,Do you know when the result.,0
ham,Yup Ì_ not comin :-(,0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1
ham,Yes. It's all innocent fun. O:-),0
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,0
spam,FreeMsg>FAV XMAS TONES!Reply REAL,1
ham,I'm on the bus. Love you,0
spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",1
ham,K. I will sent it again,0
ham,No dear i do have free messages without any recharge. Hi hi hi,0
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,0
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.,0
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,0
ham,You always make things bigger than they are,0
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1
ham,Or I guess  &lt;#&gt;  min,0
ham,"I'll text carlos and let you know, hang on",0
ham,K. Did you call me just now ah?,0
ham,LMAO where's your fish memory when I need it?,0
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,0
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,1
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1
ham,Just sleeping..and surfing,0
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0
ham,What happened in interview?,0
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,0
ham,"Until 545 lor... Ya, can go 4 dinner together...",0
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
ham,I'll let you know when it kicks in,0
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",0
ham,Howz that persons story,0
ham,"Probably, want to pick up more?",0
ham,"A few people are at the game, I'm at the mall with iouri and kaila",0
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,1
ham,If you have belive me. Come to my home.,0
ham,Need a coffee run tomo?Can't believe it's that time of week already,0
ham,DO U WANT 2 MEET UP 2MORRO,0
spam,ringtoneking 84484,1
ham,Dude ive been seeing a lotta corvettes lately,0
ham,Okie,0
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,0
ham,I want snow. It's just freezing and windy.,0
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",1
ham,"Are you being good, baby? :)",0
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,0
ham,LOL that would be awesome payback.,0
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0
ham,S..antha num corrct dane,0
ham,Networking technical support associate.,0
ham,Yes see ya not on the dot,0
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1
ham,O ic lol. Should play 9 doors sometime yo,0
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
ham,What you need. You have a person to give na.,0
ham,K:)all the best:)congrats...,0
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,0
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0
ham,I can't make it tonight,0
ham,WHORE YOU ARE UNBELIEVABLE.,0
ham,"Ya, told..she was asking wats matter?",0
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0
ham,He remains a bro amongst bros,0
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0
ham,Dont let studying stress you out. L8r.,0
ham,From 5 to 2 only my work timing.,0
ham,"I'm not sure, I was just checking out what was happening around the area",0
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0
ham,Should i send you naughty pix? :),0
ham,I am going to sleep. I am tired of travel.,0
ham,How are you. Wish you a great semester,0
ham,Hey i've booked the pilates and yoga lesson already... Haha,0
ham,Right it wasnt you who phoned it was someone with a number like yours!,0
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1
ham,Cab is available.they pick up and drop at door steps.,0
ham,ÌÏ give me some time to walk there.,0
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,0
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
ham,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",0
ham,Hey what are you doing. Y no reply pa..,0
ham,K come to nordstrom when you're done,0
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0
ham,"The table's occupied, I'm waiting by the tree",0
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1
ham,"That's cool, I'll come by like  &lt;#&gt; ish",0
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0
ham,Ok. Me watching tv too.,0
ham,Update your face book status frequently :),0
ham,Hmmm.still we dont have opener?,0
ham,Dear umma she called me now :-),0
ham,Ok... Help me ask if she's working tmr a not?,0
ham,I need details about that online job.,0
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1
ham,I will reach before ten morning,0
ham,On the road so cant txt,0
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,0
ham,"Oops I did have it,  &lt;#&gt; ?",0
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1
ham,Do you always celebrate NY's with your family ?,0
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0
ham,I will come to ur home now,0
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,0
ham,How much r Ì_ willing to pay?,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1
ham,Oh all have to come ah?,0
ham,Can i get your opinion on something first?,0
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,0
ham,"Thanks, I'll keep that in mind",0
ham,Did you see that film:),0
ham,How are you. Its been ages. How's abj,0
ham,Why you Dint come with us.,0
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,0
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
ham,Ok leave no need to ask,0
ham,Dunno lei he neva say...,0
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0
ham,Oh k...i'm watching here:),0
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
ham,Like a personal sized or what,0
ham,Dai  &lt;#&gt;  naal eruku.,0
ham,Asking do u knw them or nt? May be ur frnds or classmates?,0
ham,"Yep, at derek's house now, see you Sunday &lt;3",0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1
ham,Jay's getting really impatient and belligerent,0
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0
ham,"Sorry, I'll call later",0
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1
ham,No problem. Talk to you later,0
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0
ham,Hey anyway i have to :-),0
ham,I'm still pretty weak today .. Bad day ?,0
ham,Oh ok..,0
ham,Just taste fish curry :-P,0
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1
ham,Do you know when dad will be back?,0
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage.",0
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0
ham,Haha... can... But i'm having dinner with my cousin...,0
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,1
ham,K.:)do it at evening da:)urgent:),0
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",0
ham,Great escape. I fancy the bridge but needs her lager. See you tomo,0
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0
ham,"Sorry, I'll call later",0
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,0
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0
ham,Good morning princess! How are you?,0
ham,Can you pls send me that company name. In saibaba colany,0
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,0
ham,All e best 4 ur exam later.,0
ham,Jason says it's cool if we pick some up from his place in like an hour,0
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,0
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0
ham,Heehee that was so funny tho,0
spam,RCT' THNQ Adrian for U text. Rgds Vatian,1
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,0
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",0
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0
ham,You dont know you jabo me abi.,0
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,0
ham,How much would it cost to hire a hitman,0
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
ham,"K, I might come by tonight then if my class lets out early",0
ham,There is a first time for everything :),0
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0
ham,"Sorry, I can't help you on this.",0
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0
ham,Not course. Only maths one day one chapter with in one month we can finish.,0
ham,have you ever had one foot before?,0
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",0
ham,My planning usually stops at \find hella weed,0
ham,Also track down any lighters you can find,0
ham,"Sorry, I'll call later",0
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,0
ham,Are you at work right now ?,0
ham,"She was supposed to be but couldn't make it, she's still in town though",0
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1
ham,Pathaya enketa maraikara pa',0
ham,At the funeral home with Audrey and dad,0
ham,K.k..how is your sister kids?,0
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,0
ham,HAPPY NEW YEAR MY NO.1 MAN,0
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0
ham,Wah... Okie okie... Muz make use of e unlimited... Haha...,0
ham,It is a good thing I'm now getting the connection to bw,0
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0
ham,Neshanth..tel me who r u?,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
ham,I think i've fixed it can you send a test message?,0
