label,text,label_num
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0
ham,Send to someone else :-),0
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0
ham,Same. Wana plan a trip sometme then,0
ham,Huh i cant thk of more oredi how many pages do we have?,0
ham,ÌÏ takin linear algebra today?,0
ham,K. I will sent it again,0
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1
ham,Take some small dose tablet for fever,0
ham,How r Ì_ going to send it to me?,0
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,0
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,1
ham,Good night. Am going to sleep.,0
ham,Id have to check but there's only like 1 bowls worth left,0
ham,Tiwary to rcb.battle between bang and kochi.,0
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0
ham,We got a divorce. Lol. She.s here,0
ham,I not free today i haf 2 pick my parents up tonite...,0
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",0
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0
ham,In work now. Going have in few min.,0
ham,Ok i juz receive..,0
ham,It vl bcum more difficult..,0
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,0
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0
ham,I am in hospital da. . I will return home in evening,0
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1
ham,Send me your resume:-),0
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1
ham,Can come my room but cannot come my house cos my house still messy... Haha...,0
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,0
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,0
ham,Wat time u finish ur lect today?,0
ham,Sorry for the delay. Yes masters,0
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0
ham,K...k:)why cant you come here and search job:),0
ham,"Hi elaine, is today's meeting confirmed?",0
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0
ham,Meet after lunch la...,0
ham,You are a big chic. Common. Declare,0
ham,In the end she might still vomit but its okay. Not everything will come out.,0
ham,Nokia phone is lovly..,0
ham,Thank you. do you generally date the brothas?,0
ham,"Aight, can you text me the address?",0
ham,Lol yeah at this point I guess not,0
ham,Oic... Then better quickly go bathe n settle down...,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1
ham,How much did ur hdd casing cost.,0
ham,O shore are you takin the bus,0
ham,When did dad get back.,0
ham,Is fujitsu s series lifebook good?,0
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
ham,I dont have i shall buy one dear,0
ham,"Sorry that took so long, omw now",0
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0
ham,aathi..where are you dear..,0
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,0
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0
ham,I dont have that much image in class.,0
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut?",0
ham,"K, if u bored up just come to my home..",0
ham,Discussed with your mother ah?,0
ham,Hey are you angry with me. Reply me dr.,0
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0
ham,Thank You meet you monday,0
ham,No that just means you have a fat head,0
ham,"Customer place, i wil cal u sir.",0
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,1
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0
ham,Check wid corect speling i.e. Sarcasm,0
ham,Also where's the piece,0
ham,Call me when u're done...,0
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",1
ham,Whatsup there. Dont u want to sleep,0
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,0
ham,if you text on your way to cup stop that should work. And that should be BUS,0
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0
ham,645,0
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,0
ham,"Just checked out, heading out to drop off my stuff now",0
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0
ham,No de.am seeing in online shop so that i asked.,0
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",0
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,1
ham,Great! I have to run now so ttyl!,0
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0
ham,"2 celebrate my båÕday, y else?",0
ham,Oh yeah! And my diet just flew out the window,0
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",0
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,0
ham,Lmao!nice 1,0
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0
ham,Yes :)it completely in out of form:)clark also utter waste.,0
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
ham,I will be gentle princess! We will make sweet gentle love...,0
ham,Oh god i am happy to see your message after 3 days,0
ham,I know that my friend already told that.,0
ham,I think if he rule tamilnadu..then its very tough for our people.,0
ham,That's y we haf to combine n c how lor...,0
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,1
ham,At home also.,0
spam,Adult 18 Content Your video will be with you shortly,1
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",0
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,1
ham,Ard 4 lor...,0
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..,0
ham,Aaooooright are you at work?,0
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
ham,"I'm a guy, browsin is compulsory",0
ham,Aight should I just plan to come up later tonight?,0
ham,"Oh yes, why is it like torture watching england?",0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0
spam,You have 1 new message. Please call 08715205273,1
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3",1
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
ham,One of best dialogue in cute reltnship..!! \Wen i Die,0
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0
ham,Sorry that was my uncle. I.ll keep in touch,0
ham,"Yeah probably, I still gotta check out with leo",0
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,0
ham,U coming 2 pick me?,0
ham,Well you told others you'd marry them...,0
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1
ham,"Well, I meant as opposed to my drunken night of before",0
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),0
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0
ham,Oh ok.. Wat's ur email?,0
ham,Do you work all this week ?,0
ham,Uncle Abbey! Happy New Year. Abiola,0
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,0
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0
ham,Even my brother is not like to speak with me. They treat me like aids patent.,0
ham,He also knows about lunch menu only da. . I know,0
ham,Can you say what happen,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0
ham,Dont talk to him ever ok its my word.,0
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),0
ham,Yeah it's jus rite...,0
ham,That's a shame! Maybe cld meet for few hrs tomo?,0
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0
ham,Short But Cute : \ Be a good person,0
ham,Pls accept me for one day. Or am begging you change the number.,0
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0
ham,Am in gobi arts college,0
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0
ham,I need... Coz i never go before,0
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0
ham,Hey do you want anything to buy:),0
ham,Ok how you dear. Did you call chechi,0
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,0
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1
ham,How much for an eighth?,0
ham,I'm home. Ard wat time will u reach?,0
ham,That means get the door,0
ham,Sen told that he is going to join his uncle finance in cbe,0
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1
ham,So no messages. Had food?,0
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",0
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0
ham,U buy newspapers already?,0
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0
ham,K still are you loving me.,0
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt;,0
ham,"Cool, I'll text you in a few",0
ham,Were somewhere on Fredericksburg,0
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
ham,S....s...india going to draw the series after many years in south african soil..,0
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,0
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0
ham,These won't do. Have to move on to morphine,0
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0
ham,No messages on her phone. I'm holding it now,0
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",0
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1
ham,No problem. We will be spending a lot of quality time together...,0
ham,I had askd u a question some hours before. Its answer,0
ham,"Night night, see you tomorrow",0
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1
ham,"Sorry, got a late start, we're on the way",0
ham,"Awesome, be there in a minute",0
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1
ham,* Am on my way,0
ham,Apps class varaya elaya.,0
ham,"Nothing, i got msg frm tht unknown no..",0
ham,"Gosh that , what a pain. Spose I better come then.",0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0
ham,Thx. All will be well in a few months,0
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0
ham,Cps is causing the outages to conserve energy.,0
ham,ARR birthday today:) i wish him to get more oscar.,0
ham,Jordan got voted out last nite!,0
ham,Okie...,0
ham,Congrats kano..whr s the treat maga?,0
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,0
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0
ham,Shant disturb u anymore... Jia you...,0
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0
ham,Full heat pa:-) i have applyed oil pa.,0
ham,Whens your radio show?,0
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0
ham,Anytime...,0
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,0
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0
ham,Then she buying today? ÌÏ no need to c meh...,0
ham,Also remember to get dobby's bowl from your car,0
ham,Ma head dey swell oh. Thanks for making my day,0
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,0
ham,"Sorry, I'll call later",0
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",1
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1
ham,I'm serious. You are in the money base,0
ham,Yep then is fine 7.30 or 8.30 for ice age.,0
ham,Ok no prob,0
ham,"K I'm ready,  &lt;#&gt; ?",0
ham,3 pa but not selected.,0
ham,Yay can't wait to party together!,0
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1
ham,We have to pick rayan macleran there.,0
ham,"Aight, text me tonight and we'll see what's up",0
ham,Hui xin is in da lib.,0
ham,You do got a shitload of diamonds though,0
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0
ham,Super da:)good replacement for murali,0
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,0
ham,Ok can...,0
ham,Actually getting ready to leave the house.,0
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0
ham,"It's ok, at least armand's still around",0
ham,Crucify is c not s. You should have told me earlier.,0
ham,I dunno lei... Like dun haf...,0
ham,S:)but he had some luck.2 catches put down:),0
ham,And whenever you and i see we can still hook up too.,0
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0
ham,"K I'll head out in a few mins, see you there",0
ham,K...k:)why cant you come here and search job:),0
ham,Dare i ask... Any luck with sorting out the car?,0
ham,10 min later k...,0
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,0
ham,Ok... Ur typical reply...,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1
ham,"Thank you. And by the way, I just lost.",0
ham,Ugh my leg hurts. Musta overdid it on mon.,0
ham,Ok ok take care. I can understand.,0
ham,Lol ... I knew that .... I saw him in the dollar store,0
ham,I'm leaving my house now...,0
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",1
ham,"I can't right this second, gotta hit people up first",0
ham,He telling not to tell any one. If so treat for me hi hi hi,0
ham,Its good to hear from you,0
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1
ham,Goin to workout lor... Muz lose e fats...,0
ham,Will be office around 4 pm. Now i am going hospital.,0
ham,Alright took the morphine. Back in yo.,0
spam,You have 1 new voicemail. Please call 08719181513.,1
ham,We can make a baby in yo tho,0
ham,In which place do you want da.,0
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0
ham,Wat time Ì_ finish?,0
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,1
ham,Hmmm:)how many players selected?,0
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0
ham,So when do you wanna gym harri,0
ham,I'm glad. You are following your dreams.,0
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1
ham,I am not sure about night menu. . . I know only about noon menu,0
ham,"Alright, I'll head out in a few minutes, text me where to meet you",0
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",0
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0
ham,"It's cool, we can last a little while. Getting more any time soon?",0
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0
ham,Lol no. Just trying to make your day a little more interesting,0
